ID,Title,Location,Summary
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44776096,"웹프로그래밍 & 앱개발자 모집( JAVASCRIPT , JAVA , 파이썬 등)",대전서구,"Java, C++, Javascript, Spring, 사단법인 수정일 23/01/12"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44435815,Python 개발자,경기전체,"Python, Java, 웹개발, Linux, 백엔드/서버개발 외 수정일 22/12/26"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44330028,[휴레이] 파이썬 백엔드 개발자 (Python Backend Engineer),서울전체,"Python, Java, AWS, 웹개발, Linux 외 등록일 22/11/01"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44892597,"[선릉역] 신호처리(석박사급,MatLab,Python)",서울강남구,"Python, 데이터분석가, 데이터분석, 알고리즘, Matlab 외 수정일 23/01/23"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44893363,Python 백엔드 개발자,서울강남구,"Python, AWS, 백엔드/서버개발, Nginx, Django 외 수정일 23/01/23"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44886681,[JAVA SM 을지로] OO카드 백오피스 개발/운영 Python 장기 (1),서울중구,"Python, Java, 클라우드, SI·시스템통합, 솔루션업체 외 등록일 23/01/20"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44892659,"[송파구] 데이터분석(Python,R,모델,ML)",서울송파구,"Python, 머신러닝, 빅데이터, 데이터분석가, 데이터마이닝 외 등록일 23/01/21"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44718796,[바이브컴퍼니] 파이썬 개발자 모집(신입),서울용산구,"Python, 웹개발, Linux, 백엔드/서버개발, 머신러닝 외 수정일 22/12/27"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43019654,Python/Django 백엔드 개발자 (2년 이상),서울전체,"Python, AWS, 웹개발, 백엔드/서버개발, SE(시스템엔지니어) 외 등록일 22/05/11"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44802187,파이썬 엔지니어 채용(데이터 프로세싱),서울강남구,"Python, Linux, 프론트엔드, SQL, XML 외 등록일 23/01/08"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44561284,백엔드 엔지니어 모집(Python/Javascript),서울영등포구,"Python, 머신러닝, 빅데이터, 클라우드, AI(인공지능) 외 등록일 22/12/02"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44891156,"솔루션 개발/Go, Python/인프라 솔루션 기업",서울구로구,"Python, 빅데이터, 솔루션, ElasticStack, GoLang 외 등록일 23/01/20"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44767744,파이썬 개발 신입 및 경력 채용,서울마포구,"Python, 빅데이터, 데이터분석가, 솔루션, DW 외 수정일 23/01/03"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44661306,"자료구조, 알고리즘 강사 채용 (C언어, PYTHON) (경력무관)",서울양천구,"코딩, 알고리즘강의, IT학원 수정일 22/12/17"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44663266,"PYTHON,JSP 프론트엔드 개발자 정규/계약 (신입/경력)",서울강서구,"Python, Ajax, Bootstrap, CSS, Django 외 등록일 22/12/18"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44552252,백엔드 개발자 (Python),서울전체,"Python, AWS, 웹개발, 백엔드/서버개발, 프론트엔드 외 수정일 22/12/01"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44766601,기흥 S반도체 SDK운영 - Python,경기용인시 기흥구,"Python, IT·통신기기판매 수정일 23/01/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44835668,"웹 개발자구인(php, java&jsp, python)",충남천안시 서북구,"Python, Java, AWS, JSP, PHP 외 수정일 23/01/12"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44596688,[배달로봇/자율자동차] 펌웨어 및 SW개발 엔지니어 C++ /Python,경기성남시 수정구,"Python, C++, 임베디드, S/W, C# 외 수정일 23/01/21"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44798577,"AI 개발자(python, django 유경험자) 모집",부산사상구,"Python, AI(인공지능), Django, SI·시스템통합, ERP 외 수정일 23/01/09"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44882811,"백엔드(Python, Node.JS, Nest.Js) 개발자 채용 공고",서울송파구,"Python, AWS, 백엔드/서버개발, Node.js, 모델링 외 수정일 23/01/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44531589,[팀장급]개발자(PHP/Python/MySQL등) 모집,서울종로구,"Python, 웹개발, 백엔드/서버개발, API, Git 외 등록일 22/11/29"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44835012,2023년 상반기 Java/C++/Python 개발자 부문별 채용,경기용인시 기흥구,"Python, Java, C++, Linux, SI개발 외 등록일 23/01/12"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44661303,"머신비전 개발자 , C/C++/C#, OpenCV, MIL, PYTHON",경기용인시 기흥구,"Python, C++, 머신러닝, 빅데이터, S/W 외 수정일 23/01/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44766595,"동탄 더베터 개발자 모집 (node.js, Python)",경기화성시,"Python, 머신러닝, 빅데이터, 알고리즘, Node.js 외 등록일 23/01/03"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44853540,[경력] 백엔드 개발자 2년차 이상 채용 모집 (Python/Django),서울금천구,"Python, AWS, 백엔드/서버개발, 빅데이터, 클라우드 외 등록일 23/01/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44705940,Vision/MFC/C# Python Tensorflow CUDA yolo v5 개발직,충남천안시 동남구,"Python, C++, S/W, C#, VisualC·C++ 외 등록일 22/12/24"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=41895007,Python 백엔드 개발자,서울전체,"Python, AWS, 웹개발, 백엔드/서버개발, 프론트엔드 외 수정일 21/12/20"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44810067,임베디드 SW 개발자 채용 [C++/python],광주북구,"Python, C++, Linux, 임베디드, H/W 외 등록일 23/01/09"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44865437,[ 개발자 에듀테크 기업 ] 백엔드 (Python) [정규직],서울서초구,"Python, 백엔드/서버개발, API, SQL, WebRTC 외 등록일 23/01/17"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44549878,Python 백엔드 개발자(경력),서울전체,"Python, Java, AWS, 웹개발, 백엔드/서버개발 외 수정일 23/01/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44792191,[제이어스] AI/머신러닝/딥러닝/C/C++/Python 개발자모집(부산),부산사상구,"Python, Java, C++, Linux, 백엔드/서버개발 외 수정일 23/01/09"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43919131,Sr. Back-end Engineer (Python),서울전체,"Python, Java, C++, 웹개발, 백엔드/서버개발 외 수정일 23/01/18"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44868364,[경력무관] Python 개발자 정규직 모집,서울서초구,"Python, 알고리즘, 소프트웨어개발 등록일 23/01/17"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=40925974,"웹개발 경력자 채용 (Python Django, 연봉 업계 최고)",서울전체,"Python, 웹개발, 백엔드/서버개발, 클라우드, 핀테크 외 수정일 21/08/23"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44768051,[경력] 서버 엔지니어 (Python),서울전체,"Python, AWS, 웹개발, 백엔드/서버개발, 클라우드 외 수정일 23/01/17"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44779668,"응용프로그램개발(Windows, C/C++, C#, Python 外 2개 부문)채용",부산금정구,"Python, C++, 머신러닝, 빅데이터, 앱개발 외 수정일 23/01/04"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44892589,"[선릉역] 데이터분석(석박사,Matlab,Python)",서울강남구,"Python, 데이터분석가, 데이터분석, Matlab, 전자 외 등록일 23/01/21"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44876790,파이썬 Python / PHP 개발자 정규직 채용 (경력자우대),부산해운대구,"Python, AWS, 백엔드/서버개발, 그누보드, Ajax 외 등록일 23/01/18"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=43750042,"(주)바이오커넥트 - [신입 및 경력] 영상처리 알고리즘 개발(Python,딥러닝)",서울전체,"Python, 머신러닝, 빅데이터, 데이터분석가, 딥러닝 외 수정일 22/12/26"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44778479,데이터엔지니어 & 분석가 신입 및 경력직 채용,서울강남구,"머신러닝, 빅데이터, 클라우드, 데이터분석가, 데이터엔지니어 외 등록일 23/01/04"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44773559,AI소프트웨어 및 웹 개발 신입 및 경력 채용,경기성남시 분당구,"Python, Java, C++, AWS, 웹개발 외 수정일 23/01/05"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44550559,[쿠팡이츠서비스] 기획 담당자 및 데이터분석 담당자 경력 채용,서울강남구,"데이터분석가, 데이터분석, R, 기획, 유통업 수정일 23/01/17"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44860316,인공지능 / 머신러닝 알고리즘 개발자 채용,경남양산시,"Python, 머신러닝, 기술지원, 데이터분석가, 데이터엔지니어 외 수정일 23/01/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44771114,상반기 인공지능AI(교육/개발/영업/마케팅/컨설팅) 인재 채용,서울영등포구,"Python, AWS, 머신러닝, 빅데이터, 클라우드 외 수정일 23/01/06"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44659065,[패스오더] 급성장중인 스타트업 '데브옵스 엔지니어' 채용,서울강남구,"Python, Java, AWS, 웹개발, 백엔드/서버개발 외 수정일 23/01/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44851238,Cloud사업본부 내 각 분야 개발자 및 구축/운영 담당자 모집,서울서초구,"Python, Java, AWS, 웹개발, Linux 외 등록일 23/01/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44864002,IT 개발자 채용 ( 정규직 / 프리랜서 ),서울강남구,"Python, Java, 웹개발, 백엔드/서버개발, 앱개발 외 등록일 23/01/17"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44683033,국성인터내셔널(주) 직군별 신입/경력 채용,경기화성시,"Python, C++, 솔루션, C#, VisualC·C++ 외 수정일 23/01/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44880170,[NC 자회사] ㈜NC ITS 업무시스템 개발 인원 채용,경기성남시 분당구,"Python, Java, 웹개발, Linux, 백엔드/서버개발 외 수정일 23/01/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44670537,[부산본사] JAVA 웹개발자 채용 공고,부산해운대구,"Python, Java, C++, 웹개발, 백엔드/서버개발 외 등록일 22/12/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44825269,상반기 각 부문 신입 및 경력 모집,경기성남시,"Python, Java, C++, AWS, 웹개발 외 수정일 23/01/12"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44687511,라이브커머스 구축 프로젝트 인턴 채용 (정규직 전환 가능),서울강남구,"Python, Java, AWS, 웹개발, 백엔드/서버개발 외 수정일 23/01/11"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44818192,기술본부 신입 및 경력 채용,서울구로구,"Python, Java, C++, 웹개발, Linux 외 수정일 23/01/11"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44564380,[주3일/유연/IT]기획/백엔드/프론트/퍼블리싱/디자인/영업 채용,서울강서구,"Python, Java, 웹개발, 백엔드/서버개발, 앱개발 외 수정일 23/01/02"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44756560,[한국신용데이터] 부문별 수시채용 모음,서울강남구,"Python, AWS, 웹개발, Linux, 기술지원 외 수정일 23/01/02"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44733251,JAVA / ORACLE / SPRING 개발자 모집 (신입·경력),서울금천구,"Python, Java, 웹개발, 데이터시각화, 솔루션 외 등록일 22/12/29"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44849883,[여의도/본사] 현대카드 데이터분석/SQL 담당 채용,서울영등포구,"Python, Java, C++, 빅데이터, 기술지원 외 등록일 23/01/14"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44867633,시스템 엔지니어 신입 및 경력 모집,서울강남구,"Python, Java, C++, AWS, 웹개발 외 수정일 23/01/17"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44770982,"[면접비 지급] 검사 소프트웨어 개발자, 검사운영자 영입",경기화성시,"Python, Java, C++, 머신러닝, 유지보수 외 등록일 23/01/03"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44856783,JAVA 개발자/프로젝트 매니저(PM) 채용,서울금천구,"Python, Java, C++, 웹개발, 백엔드/서버개발 외 수정일 23/01/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44853593,웹 개발자 (백엔드 / 프론트엔드 각 분야) [서울/울산],서울영등포구,"Python, 웹개발, 백엔드/서버개발, 빅데이터, 클라우드 외 등록일 23/01/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44572395,[바램시스템] 2023년 연구소 신입/경력 정규직 사원 모집,대전유성구,"Python, C++, 미들웨어, 임베디드, 정보통신 외 수정일 22/12/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44761292,"IT개발·데이터(데이터분석가, 모델링 외 ) 채용 공고- 신입/경",서울강남구,"Python, 머신러닝, 빅데이터, 데이터분석가, 데이터엔지니어 외 등록일 23/01/03"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44835244,"금융 IT 직무 신입 / 경력 및 영업, 컨설팅, 사업관리 모집",서울구로구,"Python, Java, 웹개발, 백엔드/서버개발, 클라우드 외 수정일 23/01/12"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44808500,2023 상반기 개발자 공채 모집합니다(신입/경력),경기부천시,"Python, Java, C++, 웹개발, Linux 외 수정일 23/01/18"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44752169,HR-Tech 스타트업 : 파이낸스/부동산 교육 콘텐츠(HRD) 기획,서울강남구,"Python, AI(인공지능), R, SQL, 재무회계 외 등록일 23/01/02"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44751967,HR-Tech 스타트업 : 데이터 사이언스 교육 콘텐츠(HRD) 기획 PM,서울강남구,"Python, 머신러닝, 빅데이터, 데이터분석가, 데이터엔지니어 외 수정일 23/01/02"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44631446,[더블다운인터액티브] 2022 대규모 채용,서울강남구,"Python, Java, C++, 웹개발, Linux 외 등록일 22/12/13"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44748869,"SW 개발자 채용 (백/프론트엔드, AR/VR, 데이터분석)",서울강남구,"Python, Java, 웹개발, 백엔드/서버개발, 머신러닝 외 등록일 23/01/02"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44865744,"[대전]리튬팩 전문기업 사원 모집(R&D-HW,FW,기구설계,과제)",대전유성구,"Python, Java, C++, Linux, 백엔드/서버개발 외 수정일 23/01/20"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44861861,10대 대기업 계열 IT사 경력채용,서울동대문구,"Python, Java, C++, 백엔드/서버개발, 머신러닝 외 등록일 23/01/17"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44833520,"[020플랫폼] 인프라/보안운영, 백엔드, 프론트엔드, 어플리케이션 개발자 모집",서울서초구,"AWS, 웹개발, 백엔드/서버개발, 클라우드, 데이터엔지니어 외 수정일 23/01/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44708538,프론트엔드/백엔드 앱/웹 JAVA PHP 클라우드 서비스 개발자 모집,경기성남시 분당구,"Python, Java, AWS, 웹개발, Linux 외 등록일 22/12/26"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44747223,[블록체인] 백엔드 개발자,서울강남구,"Python, Java, C++, AWS, 웹개발 외 수정일 23/01/08"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44671055,[Coupang]Instock Management(Service Excellence Data Analysis,서울송파구,"SQL, BA, 전자상거래, B2B, B2C 외 등록일 22/12/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44858230,(주)더캐리 정보혁신부 IT부문별 공개채용,서울용산구,"Java, C++, 웹개발, 백엔드/서버개발, 앱개발 외 등록일 23/01/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44540041,공공사업 프로젝트 데이터 수행 PM 채용,서울서초구,"머신러닝, 데이터분석가, 데이터라벨링, AI(인공지능), MySQL 외 수정일 23/01/13"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44855919,[미래유니콘] 백엔드 웹 UI/UX디자인 빅데이터 23년 상반기 채용,서울강남구,"Python, 백엔드/서버개발, 빅데이터, 데이터분석가, API 외 수정일 23/01/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44825700,[티빙] 개발부문 경력채용,서울마포구,"Java, 웹개발, 백엔드/서버개발, 머신러닝, 빅데이터 외 수정일 23/01/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44226999,(주)월덱스 각 부문 신입/경력 공개채용,경북구미시,"반도체, 보안컨설팅, 정보보안, SE(시스템엔지니어), 정보통신 외 수정일 23/01/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44752708,[SK시그넷] 각 부문 별 신입/경력직 모집,서울영등포구,"전기, 전기설비, 전자, 기술지원, 데이터분석가 외 수정일 23/01/20"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44832556,포스코MC머티리얼즈 채용,전남광양시,"석유화학, 화학, 화공, 기술지원, 데이터분석가 외 수정일 23/01/13"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44827083,하이트진로음료㈜ 각 부문 신입 및 경력채용,경기용인시,"음식료, 식음료, 공인회계사, 전산회계, 회계사 외 수정일 23/01/13"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44719194,2023년 1월 국내 및 해외 전부문 수시 채용,충남천안시 동남구,"기술지원, 데이터분석가, 데이터엔지니어, 백엔드/서버개발, 앱개발 외 수정일 23/01/18"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44844414,2023년 오스템임플란트 각 부문 정규직 채용,서울강서구,"의료·보건, 바이오, 기술지원, 데이터분석가, 데이터엔지니어 외 수정일 23/01/18"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44803740,사세확장으로 인한 각부서별 정규직 채용,경기김포시,"네트웍구축, 통신, 모바일, 전산회계, 4대보험 외 수정일 23/01/16"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44883392,모트라스(주) 안양공장 생산정규직 모집,경기안양시 만안구,"자동차부품, 조립, 생산관리, 생산, 조립 수정일 23/01/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44825924,2023년도 상반기 정기채용(경력/신입) 모집 공고,경기성남시 분당구,"기타제조업, 제조업 회사본사, 반도체, 데이터분석가, 데이터엔지니어 외 수정일 23/01/17"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44845885,2023년 1월 동희그룹 경력사원 및 대졸 인턴(신입) 채용,경기수원시 권선구,"자동차, 자동차부품, 기술지원, 백엔드/서버개발, 앱개발 외 수정일 23/01/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44886657,카카오계열|파괴연구소 공개채용,서울강남구,"광고기획사, 광고대행사, PhotoShop, CW(카피라이터), PD/AD/FD 외 수정일 23/01/20"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44736737,캐논코리아 각 부문 채용 (본사/지사),서울강남구,"기타제조업, 데이터엔지니어, 백엔드/서버개발, 보안컨설팅, 앱개발 외 수정일 23/01/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44829158,(SK계열사) 상반기 신입 및 경력직원 채용공고,경기군포시,"SI·시스템통합, ERP, 시스템관리, 솔루션업체, 소프트웨어개발 외 수정일 23/01/19"
https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44843183,(주)모나미 각 부문별 경력사원 모집,경기용인시 수지구,"유통업, 무역업, 상사, 기술지원, 데이터분석가 외 수정일 23/01/13"
